name,slug,value,date_of_information,ranking,region
"Romania","romania","$129,286,000,000","2022",41,"Europe"
"Finland","finland","$127,830,000,000","2022",42,"Europe"
"Iraq","iraq","$127,079,000,000","2022",43,"Middle East"
"Portugal","portugal","$126,541,000,000","2022",44,"Europe"
"Slovakia","slovakia","$114,678,000,000","2022",45,"Europe"
"Kuwait","kuwait","$110,923,000,000","2022",46,"Middle East"
"Chile","chile","$107,078,000,000","2022",47,"South America"
"Greece","greece","$106,189,000,000","2022",48,"Europe"
"Argentina","argentina","$103,002,000,000","2022",49,"South America"
"Iran","iran","$101,400,000,000","2017",50,"Middle East"
"Philippines","philippines","$98,853,000,000","2022",51,"East and Southeast Asia"
"Kazakhstan","kazakhstan","$93,581,000,000","2022",52,"Central Asia"
"Venezuela","venezuela","$83,401,000,000","2018",53,"South America"
"Egypt","egypt","$76,295,000,000","2022",54,"Africa"
"Puerto Rico","puerto-rico","$73,170,000,000","2017",55,"Central America and the Caribbean"
"Colombia","colombia","$73,112,000,000","2022",56,"South America"
"Peru","peru","$71,197,000,000","2022",57,"South America"
"Oman","oman","$69,701,000,000","2022",58,"Middle East"
"Nigeria","nigeria","$69,091,000,000","2022",59,"Africa"
"Algeria","algeria","$69,058,000,000","2022",60,"Africa"
"Lithuania","lithuania","$61,444,000,000","2022",61,"Europe"
"Bulgaria","bulgaria","$60,712,000,000","2022",62,"Europe"
"Bangladesh","bangladesh","$60,138,000,000","2022",63,"South Asia"
"Morocco","morocco","$58,556,000,000","2022",64,"Africa"
"Ukraine","ukraine","$57,517,000,000","2022",65,"Europe"
"New Zealand","new-zealand","$57,485,000,000","2022",66,"Australia and Oceania"
"Slovenia","slovenia","$56,510,000,000","2022",67,"Europe"
"Angola","angola","$50,120,000,000","2022",68,"Africa"
"Azerbaijan","azerbaijan","$47,274,000,000","2022",69,"Middle East"
"Belarus","belarus","$46,846,000,000","2022",70,"Europe"
"Bahrain","bahrain","$44,580,000,000","2022",71,"Middle East"
"Croatia","croatia","$41,953,000,000","2022",72,"Europe"
"Serbia","serbia","$39,905,000,000","2022",73,"Europe"
"Pakistan","pakistan","$38,968,000,000","2022",74,"South Asia"
"Panama","panama","$36,145,000,000","2022",75,"Central America and the Caribbean"
"Ecuador","ecuador","$35,920,000,000","2022",76,"South America"
"Estonia","estonia","$32,461,000,000","2022",77,"Europe"
"Libya","libya","$32,380,000,000","2021",78,"Africa"
"Latvia","latvia","$29,374,000,000","2022",79,"Europe"
"Costa Rica","costa-rica","$28,692,000,000","2022",80,"Central America and the Caribbean"
"Cyprus","cyprus","$27,720,000,000","2022",81,"Europe"
"Ghana","ghana","$25,744,000,000","2022",82,"Africa"
"Cambodia","cambodia","$25,497,000,000","2022",83,"East and Southeast Asia"
"Malta","malta","$25,417,000,000","2022",84,"Europe"
"Dominican Republic","dominican-republic","$25,103,000,000","2022",85,"Central America and the Caribbean"
"Uzbekistan","uzbekistan","$24,094,000,000","2022",86,"Central Asia"
"Uruguay","uruguay","$22,565,000,000","2022",87,"South America"
"Congo, Democratic Republic of the","congo-democratic-republic-of-the","$22,354,000,000","2021",88,"Africa"
"Burma","burma","$20,400,000,000","2021",89,"East and Southeast Asia"
"Jordan","jordan","$20,335,000,000","2022",90,"Middle East"
"Macau","macau","$19,082,000,000","2022",91,"East and Southeast Asia"
"Guatemala","guatemala","$18,127,000,000","2022",92,"Central America and the Caribbean"
"Trinidad and Tobago","trinidad-and-tobago","$17,584,000,000","2022",93,"Central America and the Caribbean"
"Tunisia","tunisia","$17,288,000,000","2022",94,"Africa"
"Cote d'Ivoire","cote-divoire","$16,230,000,000","2021",95,"Africa"
"Sri Lanka","sri-lanka","$16,169,000,000","2022",96,"South Asia"
"Paraguay","paraguay","$14,971,000,000","2022",97,"South America"
"Bolivia","bolivia","$14,467,000,000","2022",98,"South America"
"Brunei","brunei","$14,411,000,000","2022",99,"East and Southeast Asia"
"Kenya","kenya","$13,859,000,000","2022",100,"Africa"
"Georgia","georgia","$13,240,000,000","2022",101,"Middle East"
"Iceland","iceland","$13,044,000,000","2022",102,"Europe"
"Lebanon","lebanon","$12,606,000,000","2022",103,"Middle East"
"Zambia","zambia","$12,444,000,000","2022",104,"Africa"
"Bosnia and Herzegovina","bosnia-and-herzegovina","$11,794,000,000","2022",105,"Europe"
"Papua New Guinea","papua-new-guinea","$11,625,000,000","2021",106,"East and Southeast Asia"
"Guyana","guyana","$11,536,000,000","2022",107,"South America"
"Mongolia","mongolia","$10,989,000,000","2022",108,"East and Southeast Asia"
"Ethiopia","ethiopia","$10,971,000,000","2022",109,"Africa"
"Gabon","gabon","$10,800,000,000","2019",110,"Africa"
"El Salvador","el-salvador","$10,129,000,000","2022",111,"Central America and the Caribbean"
"North Macedonia","north-macedonia","$10,126,000,000","2022",112,"Europe"
"Armenia","armenia","$10,038,000,000","2022",113,"Middle East"
"Mozambique","mozambique","$9,409,000,000","2022",114,"Africa"
"Honduras","honduras","$9,385,000,000","2022",115,"Central America and the Caribbean"
"Botswana","botswana","$8,900,000,000","2022",116,"Africa"
"Guinea","guinea","$8,898,000,000","2022",117,"Africa"
"Equatorial Guinea","equatorial-guinea","$8,776,000,000","2019",118,"Africa"
"Cameroon","cameroon","$8,641,000,000","2022",119,"Africa"
"Laos","laos","$8,604,000,000","2022",120,"East and Southeast Asia"
"Tanzania","tanzania","$8,555,000,000","2020",121,"Africa"
"Nicaragua","nicaragua","$7,870,000,000","2022",122,"Central America and the Caribbean"
"Turkmenistan","turkmenistan","$7,458,000,000","2017",123,"Central Asia"
"Albania","albania","$7,057,000,000","2022",124,"Europe"
"Senegal","senegal","$6,780,000,000","2021",125,"Africa"
"Jamaica","jamaica","$6,424,000,000","2022",126,"Central America and the Caribbean"
"Burkina Faso","burkina-faso","$6,234,000,000","2021",127,"Africa"
"Uganda","uganda","$6,058,000,000","2022",128,"Africa"
"Moldova","moldova","$5,981,000,000","2022",129,"Europe"
"Sudan","sudan","$5,908,000,000","2022",130,"Africa"
"South Sudan","south-sudan","$5,811,000,000","2022",131,"Africa"
"Djibouti","djibouti","$5,674,000,000","2022",132,"Africa"
"Mali","mali","$5,381,000,000","2021",133,"Africa"
"Zimbabwe","zimbabwe","$5,263,000,000","2020",134,"Africa"
"Namibia","namibia","$5,099,000,000","2022",135,"Africa"
"Maldives","maldives","$5,096,000,000","2022",136,"South Asia"
"Mauritius","mauritius","$5,005,000,000","2022",137,"Africa"
"Bahamas, The","bahamas-the","$4,744,000,000","2022",138,"Central America and the Caribbean"
"Madagascar","madagascar","$4,689,000,000","2022",139,"Africa"
"Congo, Republic of the","congo-republic-of-the","$4,670,000,000","2020",140,"Africa"
"Benin","benin","$4,154,000,000","2021",141,"Africa"
"Mauritania","mauritania","$4,132,000,000","2022",142,"Africa"
"Cayman Islands","cayman-islands","$4,054,000,000","2021",143,"Central America and the Caribbean"
"San Marino","san-marino","$3,827,000,000","2011",144,"Europe"
"Kyrgyzstan","kyrgyzstan","$3,628,000,000","2022",145,"Central Asia"
"Kosovo","kosovo","$3,579,000,000","2022",146,"Europe"
"West Bank","west-bank","$3,544,000,000","2022",147,"Middle East"
"Gaza Strip","gaza-strip","$3,544,000,000","2022",148,"Middle East"
"Liechtenstein","liechtenstein","$3,217,000,000","2015",149,"Europe"
"Montenegro","montenegro","$3,178,000,000","2022",150,"Europe"
"Rwanda","rwanda","$2,993,000,000","2022",151,"Africa"
"Aruba","aruba","$2,853,000,000","2022",152,"Central America and the Caribbean"
"Nepal","nepal","$2,733,000,000","2022",153,"South Asia"
"Cuba","cuba","$2,630,000,000","2017",154,"Central America and the Caribbean"
"Suriname","suriname","$2,600,000,000","2022",155,"South America"
"Chad","chad","$2,464,000,000","2017",156,"Africa"
"Andorra","andorra","$2,414,000,000","2021",157,"Europe"
"Fiji","fiji","$2,376,000,000","2022",158,"Australia and Oceania"
"Seychelles","seychelles","$2,247,000,000","2022",159,"Africa"
"Barbados","barbados","$2,228,000,000","2017",160,"Central America and the Caribbean"
"Eswatini","eswatini","$2,095,000,000","2022",161,"Africa"
"Curacao","curacao","$2,049,000,000","2022",162,"Central America and the Caribbean"
"New Caledonia","new-caledonia","$1,920,000,000","2021",163,"Australia and Oceania"
"Timor-Leste","timor-leste","$1,858,000,000","2022",164,"East and Southeast Asia"
"Syria","syria","$1,850,000,000","2017",165,"Middle East"
"Virgin Islands","virgin-islands","$1,810,000,000","2016",166,"Central America and the Caribbean"
"Tajikistan","tajikistan","$1,753,000,000","2022",167,"Central Asia"
"Togo","togo","$1,722,000,000","2020",168,"Africa"
"Malawi","malawi","$1,538,000,000","2021",169,"Africa"
"Niger","niger","$1,487,000,000","2021",170,"Africa"
"Afghanistan","afghanistan","$1,476,000,000","2020",171,"South Asia"
"Sint Maarten","sint-maarten","$1,372,000,000","2022",172,"Central America and the Caribbean"
"Belize","belize","$1,369,000,000","2022",173,"Central America and the Caribbean"
"Haiti","haiti","$1,355,000,000","2022",174,"Central America and the Caribbean"
"Liberia","liberia","$1,220,000,000","2022",175,"Africa"
"Saint Lucia","saint-lucia","$1,209,000,000","2022",176,"Central America and the Caribbean"
"Faroe Islands","faroe-islands","$1,184,000,000","2016",177,"Europe"
"Bermuda","bermuda","$1,136,000,000","2021",178,"North America"
"Guam","guam","$1,124,000,000","2016",179,"Australia and Oceania"
"Sierra Leone","sierra-leone","$1,114,000,000","2021",180,"Africa"
"Lesotho","lesotho","$1,070,000,000","2022",181,"Africa"
"Antigua and Barbuda","antigua-and-barbuda","$1,021,000,000","2022",182,"Central America and the Caribbean"
"Monaco","monaco","$964,600,000","2017",183,"Europe"
"Northern Mariana Islands","northern-mariana-islands","$914,000,000","2016",184,"Australia and Oceania"
"Cabo Verde","cabo-verde","$855,067,000","2022",185,"Africa"
"Turks and Caicos Islands","turks-and-caicos-islands","$826,824,000","2018",186,"Central America and the Caribbean"
"Somalia","somalia","$819,000,000","2014",187,"Africa"
"Grenada","grenada","$816,533,000","2022",188,"Central America and the Caribbean"
"Bhutan","bhutan","$791,080,000","2022",189,"South Asia"
"Eritrea","eritrea","$624,300,000","2017",190,"Africa"
"Saint Kitts and Nevis","saint-kitts-and-nevis","$531,408,000","2022",191,"Central America and the Caribbean"
"American Samoa","american-samoa","$428,000,000","2016",192,"Australia and Oceania"
"Solomon Islands","solomon-islands","$411,359,000","2022",193,"Australia and Oceania"
"Greenland","greenland","$407,100,000","2015",194,"North America"
"Yemen","yemen","$384,500,000","2017",195,"Middle East"
"Guinea-Bissau","guinea-bissau","$334,904,000","2021",196,"Africa"
"Burundi","burundi","$285,105,000","2018",197,"Africa"
"Gambia, The","gambia-the","$267,377,000","2022",198,"Africa"
"Saint Vincent and the Grenadines","saint-vincent-and-the-grenadines","$262,355,000","2022",199,"Central America and the Caribbean"
"Falkland Islands (Islas Malvinas)","falkland-islands-islas-malvinas","$257,300,000","2015",200,"South America"
"Korea, North","korea-north","$222,000,000","2018",201,"East and Southeast Asia"
"Gibraltar","gibraltar","$202,300,000","2014",202,"Europe"
"Dominica","dominica","$192,278,000","2022",203,"Central America and the Caribbean"
"Nauru","nauru","$187,000,000","2021",204,"Australia and Oceania"
"Micronesia, Federated States of","micronesia-federated-states-of","$179,000,000","2021",205,"Australia and Oceania"
"Samoa","samoa","$171,278,000","2022",206,"Australia and Oceania"
"Comoros","comoros","$165,347,000","2022",207,"Africa"
"French Polynesia","french-polynesia","$162,000,000","2021",208,"Australia and Oceania"
"Vanuatu","vanuatu","$140,561,000","2022",209,"Australia and Oceania"
"Marshall Islands","marshall-islands","$130,016,000","2021",210,"Australia and Oceania"
"Central African Republic","central-african-republic","$113,700,000","2017",211,"Africa"
"Sao Tome and Principe","sao-tome-and-principe","$96,977,000","2022",212,"Africa"
"Tonga","tonga","$59,622,000","2022",213,"Australia and Oceania"
"Cook Islands","cook-islands","$31,400,000","2021",214,"Australia and Oceania"
"Palau","palau","$24,480,000","2022",215,"Australia and Oceania"
"British Virgin Islands","british-virgin-islands","$23,000,000","2017",216,"Central America and the Caribbean"
"Kiribati","kiribati","$19,677,000","2022",217,"Australia and Oceania"
"Montserrat","montserrat","$11,900,000","2021",218,"Central America and the Caribbean"
"Anguilla","anguilla","$7,900,000","2017",219,"Central America and the Caribbean"
"Niue","niue","$5,680,000","2021",220,"Australia and Oceania"
"Tuvalu","tuvalu","$2,232,000","2022",221,"Australia and Oceania"
"Tokelau","tokelau","$103,000","2015",222,"Australia and Oceania"
